10000.00	1702850847
10010.00	1702850935
10030.00	1702850960
10028.30	1702850972
10028.30	1702851160
10028.30	1702851160
10028.30	1702851683
10028.30	1702851729
10028.30	1702851729
10028.30	1702863054
10028.30	1702863717
10028.30	1702863717
10028.30	1702864144
10028.30	1702864591
10028.30	1702864591
10028.30	1702866023
10028.30	1702866543
10028.30	1702866543
10028.30	1702866604
10028.30	1702867148
10028.30	1702867148
10028.30	1702868898
10028.30	1702868975
10028.30	1702868975
10028.30	1702868986
10028.30	1702869152
10028.30	1702869152
10028.30	1702869163
10028.30	1702869257
10028.30	1702869257
10028.30	1702869495
10028.30	1702869538
10028.30	1702869538
10028.30	1702869560
10028.30	1702869591
10028.30	1702869591
10028.30	1702870006
10028.30	1702870008
10028.30	1702870008
10028.30	1702870064
9828.30	1702870075
9838.30	1702870080
9838.30	1702870156
9838.30	1702870156
9838.30	1702870186
9838.30	1702870243
9838.30	1702870243
9838.30	1702870952
9838.30	1702871054
9838.30	1702871054
9838.30	1702871131
9828.30	1702871138
9833.30	1702871203
9833.30	1702871275
9833.30	1702871283
9833.30	1702871284
9833.30	1702871284
9833.30	1702871763
9833.30	1702873186
9833.30	1702873212
9833.30	1702873212
9833.30	1702873291
9833.30	1702873339
9833.30	1702873339
9833.30	1702878803
9833.30	1702878803
9833.30	1702879776
9833.30	1702879815
9833.30	1702879815
9833.30	1702880510
9933.30	1702880518
9932.30	1702880557
9932.30	1702912407
9932.30	1702912457
9932.30	1702912457
9932.30	1702912487
9932.30	1702912557
9932.30	1702912557
9932.30	1702912573
9915.30	1702912622
9915.30	1702912646
9915.30	1702912714
9925.30	1702912724
9924.30	1702912730
9940.30	1702912779
9940.30	1702912879
9940.30	1702912886
9940.30	1702912887
9940.30	1702912887
9940.30	1702912928
9940.30	1702912946
9940.30	1702912946
